Customer ID,InvoiceDate,Invoice,TotalAmount,ProductVariety,Country,RevenuePercent,AOV,R_Score,F_Score,M_Score,Segment,CLV,Recommended_Intervention,Expected_ROI
13943.0,213,1,246.54,15,United Kingdom,0.19434137291280149,246.54,1,1,1,Hibernating,2929.1881188118814,Discount_10%,9111.361917692415
13944.0,289,1,200.43,35,United Kingdom,0.14587198515769945,200.43,1,1,1,Hibernating,2381.3465346534654,Discount_10%,9111.361917692415
13945.0,30,2,854.15,49,United Kingdom,0.5568181818181818,427.075,4,2,3,Potential,10148.316831683167,Discount_10%,16000.35795887281
13946.0,12,3,1314.66,41,United Kingdom,0.674165120593692,438.22,5,3,4,Loyal,15619.72277227723,Discount_10%,41173.17729912984
13948.0,47,3,446.76,20,United Kingdom,0.36641929499072357,148.92,3,3,2,Loyal,5308.039603960396,Discount_10%,41173.17729912984
13952.0,16,12,9572.45,183,United Kingdom,0.9726345083487941,797.7041666666668,4,5,5,Champions,113732.0792079208,Discount_10%,145827.811526072
13953.0,45,5,3125.0,1,United Kingdom,0.8740723562152134,625.0,3,4,5,Loyal,37128.71287128713,Discount_10%,41173.17729912984
13955.0,11,1,222.21,52,United Kingdom,0.16767161410018552,222.21,5,1,1,Other,2640.118811881188,Discount_10%,10561.25954738331
13957.0,53,3,458.25,21,United Kingdom,0.37291280148423006,152.75,3,3,2,Loyal,5444.554455445545,Discount_10%,41173.17729912984
13958.0,15,8,4709.2300000000005,172,United Kingdom,0.9283395176252319,588.6537500000001,5,5,5,Champions,55951.247524752485,Discount_10%,145827.811526072
13959.0,35,3,477.98,56,United Kingdom,0.3856679035250464,159.32666666666668,4,3,2,Loyal,5678.970297029703,Discount_10%,41173.17729912984
13961.0,28,1,538.4,19,United Kingdom,0.41709183673469385,538.4,4,1,3,Other,6396.831683168316,Discount_10%,10561.25954738331
13962.0,71,1,193.25,12,United Kingdom,0.1407699443413729,193.25,2,1,1,Hibernating,2296.039603960396,Discount_10%,9111.361917692415
13963.0,3,14,2347.33,107,United Kingdom,0.8221243042671614,167.66642857142855,5,5,5,Champions,27889.06930693069,Discount_10%,145827.811526072
13964.0,23,2,438.9,22,United Kingdom,0.3615491651205937,219.45,4,2,2,Potential,5214.653465346534,Discount_10%,16000.35795887281
13965.0,112,3,996.61,23,United Kingdom,0.6013450834879406,332.2033333333333,2,3,4,At Risk,11840.910891089108,Discount_10%,40688.40125972367
13966.0,71,1,390.86,21,United Kingdom,0.325139146567718,390.86,2,1,2,Hibernating,4643.881188118811,Discount_10%,9111.361917692415
13967.0,32,1,85.6,4,United Kingdom,0.030380333951762522,85.6,4,1,1,Other,1017.0297029702969,Discount_10%,10561.25954738331
13968.0,59,1,123.66,8,United Kingdom,0.06261595547309833,123.66,3,1,1,Other,1469.2277227722773,Discount_10%,10561.25954738331
13969.0,1,18,4311.93,240,United Kingdom,0.9185992578849722,239.55166666666668,5,5,5,Champions,51230.851485148516,Discount_10%,145827.811526072
13970.0,22,2,846.55,10,United Kingdom,0.5538033395176253,423.275,4,2,3,Potential,10058.019801980197,Discount_10%,16000.35795887281
13971.0,59,6,1909.31,87,United Kingdom,0.7713358070500927,318.2183333333333,3,4,4,Loyal,22684.871287128713,Discount_10%,41173.17729912984
13974.0,218,1,264.13,15,United Kingdom,0.21057513914656772,264.13,1,1,2,Hibernating,3138.1782178217823,Discount_10%,9111.361917692415
13975.0,29,6,2832.56,290,United Kingdom,0.858534322820037,472.0933333333333,4,4,5,Champions,33654.17821782178,Discount_10%,145827.811526072
13976.0,142,3,834.38,43,United Kingdom,0.5496289424860853,278.12666666666667,2,3,3,At Risk,9913.425742574256,Discount_10%,40688.40125972367
13977.0,47,1,519.8100000000001,13,United Kingdom,0.40862708719851576,519.8100000000001,3,1,3,Other,6175.960396039605,Discount_10%,10561.25954738331
13979.0,29,6,2546.36,309,United Kingdom,0.8378942486085343,424.3933333333334,4,4,5,Champions,30253.78217821782,Discount_10%,145827.811526072
13980.0,75,4,599.78,47,United Kingdom,0.4496753246753247,149.945,2,4,3,At Risk,7126.09900990099,Discount_10%,40688.40125972367
13981.0,51,1,331.14,22,United Kingdom,0.2794526901669759,331.14,3,1,2,Other,3934.3366336633662,Discount_10%,10561.25954738331
13982.0,1,6,2573.7799999999997,87,United Kingdom,0.8404452690166976,428.9633333333333,5,4,5,Champions,30579.56435643564,Discount_10%,145827.811526072
13983.0,2,10,4505.02,186,United Kingdom,0.9232374768089053,450.50200000000007,5,5,5,Champions,53524.990099009905,Discount_10%,145827.811526072
13984.0,2,8,1128.09,47,United Kingdom,0.6328849721706865,141.01125,5,5,4,Champions,13403.049504950493,Discount_10%,145827.811526072
13985.0,10,7,2960.73,81,United Kingdom,0.8652597402597403,422.9614285714286,5,5,5,Champions,35176.990099009905,Discount_10%,145827.811526072
13987.0,15,2,682.54,46,United Kingdom,0.4928107606679035,341.27,5,2,3,Potential,8109.386138613861,Discount_10%,16000.35795887281
13988.0,19,2,609.84,54,United Kingdom,0.4547773654916512,304.92,4,2,3,Potential,7245.623762376237,Discount_10%,16000.35795887281
13989.0,100,3,759.98,34,United Kingdom,0.5234230055658627,253.32666666666668,2,3,3,At Risk,9029.465346534653,Discount_10%,40688.40125972367
13992.0,16,2,142.7,5,United Kingdom,0.08650278293135436,71.35,4,2,1,Potential,1695.4455445544552,Discount_10%,16000.35795887281
13993.0,15,10,3309.35,80,United Kingdom,0.8817254174397031,330.935,5,5,5,Champions,39319.009900990095,Discount_10%,145827.811526072
13995.0,15,9,2508.32,106,United Kingdom,0.8346474953617811,278.70222222222225,5,5,5,Champions,29801.82178217822,Discount_10%,145827.811526072
13996.0,22,2,895.76,29,United Kingdom,0.5686456400742115,447.88,4,2,3,Potential,10642.69306930693,Discount_10%,16000.35795887281
13997.0,155,3,382.31,36,United Kingdom,0.3172541743970315,127.43666666666667,2,3,2,At Risk,4542.297029702971,Discount_10%,40688.40125972367
13998.0,82,3,566.7,30,United Kingdom,0.43390538033395176,188.9,2,3,3,At Risk,6733.0693069306935,Discount_10%,40688.40125972367
13999.0,10,17,5600.45,132,United Kingdom,0.9427179962894249,329.43823529411765,5,5,5,Champions,66540.0,Discount_10%,145827.811526072
14000.0,50,4,1410.68,23,United Kingdom,0.6982838589981447,352.67,3,4,4,Loyal,16760.554455445545,Discount_10%,41173.17729912984
14001.0,9,7,2487.01,42,United Kingdom,0.8330241187384044,355.2871428571429,5,5,5,Champions,29548.633663366338,Discount_10%,145827.811526072
14003.0,368,1,209.41,16,United Kingdom,0.1556122448979592,209.41,1,1,1,Hibernating,2488.039603960396,Discount_10%,9111.361917692415
14004.0,29,4,1675.81,61,United Kingdom,0.7428107606679035,418.9525,4,4,4,Champions,19910.61386138614,Discount_10%,145827.811526072
14006.0,164,4,1234.48,40,United Kingdom,0.6563079777365491,308.62,2,4,4,At Risk,14667.089108910892,Discount_10%,40688.40125972367
14007.0,148,1,79.48,5,United Kingdom,0.027133580705009278,79.48,2,1,1,Hibernating,944.3168316831683,Discount_10%,9111.361917692415
14008.0,68,1,509.04,32,United Kingdom,0.40282931354359924,509.04,3,1,3,Other,6048.0,Discount_10%,10561.25954738331
14009.0,98,1,404.3,32,United Kingdom,0.3344155844155844,404.3,2,1,2,Hibernating,4803.564356435644,Discount_10%,9111.361917692415
14010.0,201,2,445.15,20,United Kingdom,0.3657235621521336,222.575,1,2,2,At Risk,5288.910891089108,Discount_10%,40688.40125972367
14011.0,116,2,457.82,32,United Kingdom,0.37244897959183676,228.91,2,2,2,At Risk,5439.445544554455,Discount_10%,40688.40125972367
14013.0,16,2,611.5500000000001,30,United Kingdom,0.45640074211502785,305.77500000000003,4,2,3,Potential,7265.940594059406,Discount_10%,16000.35795887281
14014.0,12,2,1443.03,37,United Kingdom,0.7038497217068646,721.515,5,2,4,Potential,17144.91089108911,Discount_10%,16000.35795887281
14016.0,32,7,7062.2,246,EIRE,0.9582560296846011,1008.8857142857142,4,5,5,Champions,83907.32673267326,Discount_10%,145827.811526072
14017.0,207,1,229.75,14,United Kingdom,0.17590445269016697,229.75,1,1,1,Hibernating,2729.70297029703,Discount_10%,9111.361917692415
14018.0,281,1,367.15000000000003,13,United Kingdom,0.3072820037105751,367.15000000000003,1,1,2,Hibernating,4362.178217821783,Discount_10%,9111.361917692415
14020.0,112,2,606.21,29,United Kingdom,0.45292207792207795,303.105,2,2,3,At Risk,7202.495049504951,Discount_10%,40688.40125972367
14021.0,10,4,1084.68,64,United Kingdom,0.625,271.17,5,4,4,Champions,12887.287128712871,Discount_10%,145827.811526072
14022.0,122,1,352.15000000000003,19,United Kingdom,0.2975417439703154,352.15000000000003,2,1,2,Hibernating,4183.960396039604,Discount_10%,9111.361917692415
14024.0,26,1,318.04,18,United Kingdom,0.26368274582560297,318.04,4,1,2,Other,3778.693069306931,Discount_10%,10561.25954738331
14025.0,100,8,4057.9,60,United Kingdom,0.9100185528756958,507.2375,2,5,5,At Risk,48212.67326732673,Discount_10%,40688.40125972367
14026.0,106,2,713.11,43,United Kingdom,0.5030148423005566,356.555,2,2,3,At Risk,8472.59405940594,Discount_10%,40688.40125972367
14028.0,186,3,10396.5,3,United Kingdom,0.9749536178107606,3465.5,1,3,5,At Risk,123522.77227722772,Discount_10%,40688.40125972367
14030.0,2,14,5902.2,462,United Kingdom,0.9450371057513914,421.5857142857143,5,5,5,Champions,70125.14851485148,Discount_10%,145827.811526072
14031.0,1,27,23712.31,204,United Kingdom,0.9928107606679035,878.2337037037038,5,5,5,Champions,281730.4158415842,Discount_10%,145827.811526072
14032.0,2,6,1874.68,53,United Kingdom,0.7673933209647495,312.44666666666666,5,4,4,Champions,22273.425742574258,Discount_10%,145827.811526072
14033.0,191,1,109.44,1,United Kingdom,0.04893320964749536,109.44,1,1,1,Hibernating,1300.2772277227723,Discount_10%,9111.361917692415
14035.0,42,4,1428.7,42,United Kingdom,0.7006029684601113,357.175,3,4,4,Loyal,16974.653465346535,Discount_10%,41173.17729912984
14037.0,114,4,689.75,76,United Kingdom,0.49512987012987014,172.4375,2,4,3,At Risk,8195.049504950495,Discount_10%,40688.40125972367
14038.0,33,2,1509.5,54,United Kingdom,0.7142857142857143,754.75,4,2,4,Potential,17934.653465346535,Discount_10%,16000.35795887281
14039.0,211,1,115.08000000000001,4,United Kingdom,0.055658627087198514,115.08000000000001,1,1,1,Hibernating,1367.2871287128712,Discount_10%,9111.361917692415
14040.0,22,23,9030.65,265,United Kingdom,0.9710111317254174,392.63695652173914,4,5,5,Champions,107294.85148514851,Discount_10%,145827.811526072
14042.0,361,1,431.98,21,United Kingdom,0.35482374768089053,431.98,1,1,2,Hibernating,5132.435643564357,Discount_10%,9111.361917692415
14043.0,127,2,304.25,37,United Kingdom,0.2446660482374768,152.125,2,2,2,At Risk,3614.8514851485147,Discount_10%,40688.40125972367
14044.0,54,6,2470.28,446,United Kingdom,0.8307050092764379,411.71333333333337,3,4,5,Loyal,29349.861386138615,Discount_10%,41173.17729912984
14045.0,9,13,9653.279999999999,16,United Kingdom,0.9728664192949907,742.56,5,5,5,Champions,114692.43564356434,Discount_10%,145827.811526072
14047.0,8,10,2946.42,87,United Kingdom,0.8645640074211502,294.642,5,5,5,Champions,35006.9702970297,Discount_10%,145827.811526072
14048.0,18,2,338.76,55,United Kingdom,0.2857142857142857,169.38,4,2,2,Potential,4024.8712871287125,Discount_10%,16000.35795887281
14049.0,23,9,7557.3099999999995,364,United Kingdom,0.963126159554731,839.701111111111,4,5,5,Champions,89789.82178217822,Discount_10%,145827.811526072
14051.0,2,15,6823.610000000001,56,United Kingdom,0.9561688311688312,454.9073333333334,5,5,5,Champions,81072.59405940595,Discount_10%,145827.811526072
14052.0,26,1,255.45,65,United Kingdom,0.20222634508348794,255.45,4,1,2,Other,3035.049504950495,Discount_10%,10561.25954738331
14053.0,33,2,312.05,3,United Kingdom,0.2567254174397032,156.025,4,2,2,Potential,3707.524752475248,Discount_10%,16000.35795887281
14055.0,213,2,795.3199999999999,23,United Kingdom,0.5350185528756958,397.65999999999997,1,2,3,At Risk,9449.346534653465,Discount_10%,40688.40125972367
14057.0,17,5,2190.88,124,United Kingdom,0.8049628942486086,438.17600000000004,4,4,5,Champions,26030.257425742577,Discount_10%,145827.811526072
14058.0,98,2,469.19,23,United Kingdom,0.3810296846011132,234.595,2,2,2,At Risk,5574.534653465346,Discount_10%,40688.40125972367
14060.0,2,13,3378.66,43,United Kingdom,0.8852040816326531,259.8969230769231,5,5,5,Champions,40142.49504950495,Discount_10%,145827.811526072
14061.0,143,3,917.4300000000001,17,United Kingdom,0.5767625231910947,305.81,2,3,3,At Risk,10900.158415841584,Discount_10%,40688.40125972367
14062.0,10,12,15139.35,113,United Kingdom,0.9853896103896104,1261.6125,5,5,5,Champions,179873.46534653465,Discount_10%,145827.811526072
14063.0,74,9,22710.2,30,United Kingdom,0.9918831168831169,2523.355555555556,2,5,5,At Risk,269824.1584158416,Discount_10%,40688.40125972367
14064.0,66,10,1978.68,89,United Kingdom,0.7801484230055659,197.868,3,5,4,Loyal,23509.069306930694,Discount_10%,41173.17729912984
14065.0,25,3,891.02,42,United Kingdom,0.5677179962894249,297.00666666666666,4,3,3,Loyal,10586.376237623763,Discount_10%,41173.17729912984
14068.0,239,3,1262.52,73,United Kingdom,0.6628014842300557,420.84,1,3,4,At Risk,15000.237623762376,Discount_10%,40688.40125972367
14069.0,150,2,230.06,37,United Kingdom,0.17625231910946196,115.03,2,2,1,Hibernating,2733.3861386138615,Discount_10%,9111.361917692415
14070.0,320,1,326.55,40,United Kingdom,0.2734230055658627,326.55,1,1,2,Hibernating,3879.80198019802,Discount_10%,9111.361917692415
14072.0,302,1,390.85,19,United Kingdom,0.32490723562152135,390.85,1,1,2,Hibernating,4643.762376237624,Discount_10%,9111.361917692415
14074.0,259,1,219.39999999999998,6,United Kingdom,0.16512059369202226,219.39999999999998,1,1,1,Hibernating,2606.7326732673264,Discount_10%,9111.361917692415
14075.0,39,3,792.61,36,United Kingdom,0.5343228200371057,264.2033333333333,3,3,3,Loyal,9417.148514851484,Discount_10%,41173.17729912984
14077.0,31,1,115.66,14,United Kingdom,0.056818181818181816,115.66,4,1,1,Other,1374.1782178217823,Discount_10%,10561.25954738331
14078.0,9,4,643.26,80,United Kingdom,0.47611317254174396,160.815,5,4,3,Loyal,7642.693069306931,Discount_10%,41173.17729912984
14079.0,318,1,243.63,1,United Kingdom,0.19179035250463822,243.63,1,1,1,Hibernating,2894.6138613861385,Discount_10%,9111.361917692415
14080.0,49,4,1070.08,70,United Kingdom,0.6201298701298701,267.52,3,4,4,Loyal,12713.821782178216,Discount_10%,41173.17729912984
14081.0,5,9,4435.58,439,United Kingdom,0.9223098330241187,492.84222222222223,5,5,5,Champions,52699.960396039605,Discount_10%,145827.811526072
14082.0,28,1,231.10999999999999,36,United Kingdom,0.17810760667903525,231.10999999999999,4,1,1,Other,2745.8613861386134,Discount_10%,10561.25954738331
14083.0,7,3,388.83,70,United Kingdom,0.32212430426716143,129.60999999999999,5,3,2,Loyal,4619.762376237623,Discount_10%,41173.17729912984
14084.0,148,1,150.5,7,United Kingdom,0.09485157699443414,150.5,2,1,1,Hibernating,1788.118811881188,Discount_10%,9111.361917692415
14085.0,4,16,5656.43,336,United Kingdom,0.9434137291280148,353.526875,5,5,5,Champions,67205.1089108911,Discount_10%,145827.811526072
14086.0,98,1,39.95,1,United Kingdom,0.00974025974025974,39.95,2,1,1,Hibernating,474.6534653465347,Discount_10%,9111.361917692415
14087.0,40,2,651.8,126,United Kingdom,0.4805194805194805,325.9,3,2,3,Potential,7744.1584158415835,Discount_10%,16000.35795887281
14088.0,42,3,13544.99,93,United Kingdom,0.9826066790352505,4514.996666666667,3,3,5,Loyal,160930.57425742576,Discount_10%,41173.17729912984
14091.0,290,2,9530.08,13,United Kingdom,0.9724025974025974,4765.04,1,2,5,At Risk,113228.67326732673,Discount_10%,40688.40125972367
14092.0,10,10,3152.54,92,United Kingdom,0.8761595547309833,315.254,5,5,5,Champions,37455.9207920792,Discount_10%,145827.811526072
14094.0,75,1,335.22,41,United Kingdom,0.2822356215213358,335.22,2,1,2,Hibernating,3982.811881188119,Discount_10%,9111.361917692415
14095.0,358,1,2.95,1,United Kingdom,0.00023191094619666049,2.95,1,1,1,Hibernating,35.049504950495056,Discount_10%,9111.361917692415
14097.0,117,2,422.85999999999996,39,United Kingdom,0.3474025974025974,211.42999999999998,2,2,2,At Risk,5024.079207920791,Discount_10%,40688.40125972367
14099.0,11,9,2661.54,165,United Kingdom,0.8476345083487941,295.7266666666667,5,5,5,Champions,31622.257425742573,Discount_10%,145827.811526072
14101.0,24,7,3985.14,15,United Kingdom,0.9065398886827458,569.3057142857143,4,5,5,Champions,47348.19801980198,Discount_10%,145827.811526072
14104.0,25,3,555.37,100,United Kingdom,0.4288033395176252,185.12333333333333,4,3,3,Loyal,6598.455445544555,Discount_10%,41173.17729912984
14105.0,44,4,4722.6,172,United Kingdom,0.9285714285714286,1180.65,3,4,5,Loyal,56110.099009900994,Discount_10%,41173.17729912984
14106.0,373,1,214.79999999999998,1,United Kingdom,0.16094619666048238,214.79999999999998,1,1,1,Hibernating,2552.0792079207918,Discount_10%,9111.361917692415
14107.0,84,4,2174.07,71,United Kingdom,0.8024118738404453,543.5175,2,4,5,At Risk,25830.53465346535,Discount_10%,40688.40125972367
14108.0,367,2,447.05,18,United Kingdom,0.3667671614100185,223.525,1,2,2,At Risk,5311.485148514852,Discount_10%,40688.40125972367
14110.0,71,21,7304.8,126,United Kingdom,0.9605751391465677,347.84761904761905,2,5,5,At Risk,86789.70297029703,Discount_10%,40688.40125972367
14112.0,87,6,2919.44,122,United Kingdom,0.8631725417439703,486.5733333333333,2,4,5,At Risk,34686.41584158416,Discount_10%,40688.40125972367
14113.0,11,12,5252.1900000000005,57,United Kingdom,0.9380797773654916,437.68250000000006,5,5,5,Champions,62402.25742574258,Discount_10%,145827.811526072
14114.0,31,5,977.5600000000001,58,United Kingdom,0.5953153988868275,195.512,4,4,3,Loyal,11614.574257425744,Discount_10%,41173.17729912984
14115.0,137,2,622.6700000000001,22,United Kingdom,0.46266233766233766,311.33500000000004,2,2,3,At Risk,7398.059405940595,Discount_10%,40688.40125972367
14118.0,64,1,458.45,15,United Kingdom,0.37337662337662336,458.45,3,1,2,Other,5446.9306930693065,Discount_10%,10561.25954738331
14119.0,11,2,183.37,11,United Kingdom,0.13102968460111317,91.685,5,2,1,Potential,2178.6534653465346,Discount_10%,16000.35795887281
14122.0,42,3,362.42,12,United Kingdom,0.3049628942486085,120.80666666666667,3,3,2,Loyal,4305.980198019802,Discount_10%,41173.17729912984
14123.0,369,1,436.18,24,United Kingdom,0.3587662337662338,436.18,1,1,2,Hibernating,5182.336633663366,Discount_10%,9111.361917692415
14126.0,80,1,466.33000000000004,28,United Kingdom,0.3787105751391466,466.33000000000004,2,1,2,Hibernating,5540.5544554455455,Discount_10%,9111.361917692415
14127.0,16,3,1190.3700000000001,64,United Kingdom,0.6472634508348795,396.79,4,3,4,Loyal,14143.0099009901,Discount_10%,41173.17729912984
14128.0,187,1,286.71,19,United Kingdom,0.2277365491651206,286.71,1,1,2,Hibernating,3406.455445544554,Discount_10%,9111.361917692415
14129.0,35,4,1467.48,22,United Kingdom,0.7077922077922078,366.87,4,4,4,Champions,17435.40594059406,Discount_10%,145827.811526072
14130.0,11,3,1398.81,131,United Kingdom,0.6952690166975881,466.27,5,3,4,Loyal,16619.52475247525,Discount_10%,41173.17729912984
14131.0,284,1,187.87,45,United Kingdom,0.13474025974025974,187.87,1,1,1,Hibernating,2232.1188118811883,Discount_10%,9111.361917692415
14133.0,369,1,305.5,8,United Kingdom,0.24675324675324675,305.5,1,1,2,Hibernating,3629.70297029703,Discount_10%,9111.361917692415
14134.0,18,15,11123.35,130,United Kingdom,0.9779684601113172,741.5566666666667,4,5,5,Champions,132158.61386138614,Discount_10%,145827.811526072
14135.0,3,11,4953.61,90,United Kingdom,0.9329777365491652,450.3281818181818,5,5,5,Champions,58854.77227722771,Discount_10%,145827.811526072
14136.0,36,5,1570.81,86,United Kingdom,0.7244897959183674,314.162,3,4,4,Loyal,18663.08910891089,Discount_10%,41173.17729912984
14137.0,331,1,332.7,11,United Kingdom,0.28061224489795916,332.7,1,1,2,Hibernating,3952.8712871287125,Discount_10%,9111.361917692415
14139.0,126,3,670.98,29,United Kingdom,0.48886827458256027,223.66,2,3,3,At Risk,7972.039603960397,Discount_10%,40688.40125972367
14142.0,9,2,671.34,42,United Kingdom,0.48910018552875695,335.67,5,2,3,Potential,7976.316831683168,Discount_10%,16000.35795887281
14144.0,122,1,30.599999999999998,1,United Kingdom,0.006029684601113173,30.599999999999998,2,1,1,Hibernating,363.56435643564356,Discount_10%,9111.361917692415
14145.0,95,3,3857.85,10,United Kingdom,0.9012059369202227,1285.95,2,3,5,At Risk,45835.841584158414,Discount_10%,40688.40125972367
14146.0,19,7,5259.3,204,United Kingdom,0.9383116883116883,751.3285714285714,4,5,5,Champions,62486.73267326733,Discount_10%,145827.811526072
14147.0,24,7,2106.8,21,United Kingdom,0.7945269016697588,300.9714285714286,4,5,4,Champions,25031.287128712873,Discount_10%,145827.811526072
14148.0,50,1,309.09000000000003,14,United Kingdom,0.25139146567717996,309.09000000000003,3,1,2,Other,3672.3564356435645,Discount_10%,10561.25954738331
14151.0,309,2,679.45,44,United Kingdom,0.49165120593692024,339.725,1,2,3,At Risk,8072.673267326733,Discount_10%,40688.40125972367
14152.0,23,5,1376.05,75,United Kingdom,0.6892393320964749,275.21,4,4,4,Champions,16349.108910891087,Discount_10%,145827.811526072
14153.0,119,1,233.4,17,United Kingdom,0.18158627087198514,233.4,2,1,1,Hibernating,2773.069306930693,Discount_10%,9111.361917692415
14154.0,17,6,5115.08,204,United Kingdom,0.9355287569573284,852.5133333333333,4,4,5,Champions,60773.22772277227,Discount_10%,145827.811526072
14156.0,7,102,196566.74,1094,EIRE,0.9995361781076066,1927.1249019607842,5,5,5,Champions,686896.0046592895,Discount_10%,145827.811526072
14157.0,25,3,569.9,33,United Kingdom,0.4359925788497217,189.96666666666667,4,3,3,Loyal,6771.08910891089,Discount_10%,41173.17729912984
14159.0,15,9,3245.0,367,United Kingdom,0.8798701298701299,360.55555555555554,5,5,5,Champions,38554.455445544554,Discount_10%,145827.811526072
14160.0,246,7,8421.47,80,United Kingdom,0.9689239332096475,1203.0671428571427,1,5,5,At Risk,100057.06930693067,Discount_10%,40688.40125972367
14161.0,5,5,2208.36,153,United Kingdom,0.8068181818181818,441.672,5,4,5,Champions,26237.940594059404,Discount_10%,145827.811526072
14163.0,98,1,148.71,6,United Kingdom,0.09299628942486085,148.71,2,1,1,Hibernating,1766.8514851485147,Discount_10%,9111.361917692415
14166.0,141,2,256.85,39,United Kingdom,0.20384972170686455,128.425,2,2,2,At Risk,3051.683168316832,Discount_10%,40688.40125972367
14167.0,100,4,721.65,32,United Kingdom,0.5060296846011132,180.4125,2,4,3,At Risk,8574.059405940594,Discount_10%,40688.40125972367
14168.0,56,2,370.45,11,United Kingdom,0.30913729128014844,185.225,3,2,2,Potential,4401.386138613861,Discount_10%,16000.35795887281
14169.0,66,2,624.4300000000001,50,United Kingdom,0.4640538033395176,312.21500000000003,3,2,3,Potential,7418.970297029704,Discount_10%,16000.35795887281
14170.0,11,3,597.33,123,United Kingdom,0.4485157699443414,199.11,5,3,3,Loyal,7096.990099009902,Discount_10%,41173.17729912984
14171.0,366,1,135.0,6,United Kingdom,0.0778061224489796,135.0,1,1,1,Hibernating,1603.960396039604,Discount_10%,9111.361917692415
14172.0,241,3,402.72,38,United Kingdom,0.3332560296846011,134.24,1,3,2,At Risk,4784.792079207921,Discount_10%,40688.40125972367
14173.0,277,2,135.16,3,United Kingdom,0.07815398886827458,67.58,1,2,1,Hibernating,1605.8613861386139,Discount_10%,9111.361917692415
14175.0,54,5,4456.58,125,United Kingdom,0.9225417439703154,891.316,3,4,5,Loyal,52949.46534653465,Discount_10%,41173.17729912984
14176.0,3,2,339.11,14,United Kingdom,0.2859461966604824,169.555,5,2,2,Potential,4029.029702970297,Discount_10%,16000.35795887281
14177.0,17,9,1669.93,118,United Kingdom,0.7414192949907236,185.54777777777778,4,5,4,Champions,19840.752475247526,Discount_10%,145827.811526072
14180.0,8,9,1570.73,44,United Kingdom,0.7242578849721707,174.52555555555557,5,5,4,Champions,18662.13861386139,Discount_10%,145827.811526072
14181.0,46,2,310.55,48,United Kingdom,0.25394248608534326,155.275,3,2,2,Potential,3689.70297029703,Discount_10%,16000.35795887281
14182.0,79,4,678.77,42,United Kingdom,0.4904916512059369,169.6925,2,4,3,At Risk,8064.59405940594,Discount_10%,40688.40125972367
14183.0,47,2,286.29,27,United Kingdom,0.22727272727272727,143.145,3,2,2,Potential,3401.4653465346537,Discount_10%,16000.35795887281
14186.0,63,5,1550.63,75,United Kingdom,0.7212430426716141,310.12600000000003,3,4,4,Loyal,18423.326732673268,Discount_10%,41173.17729912984
14187.0,109,1,123.5,8,United Kingdom,0.06238404452690167,123.5,2,1,1,Hibernating,1467.3267326732673,Discount_10%,9111.361917692415
14189.0,4,2,1160.31,46,United Kingdom,0.6398423005565863,580.155,5,2,4,Potential,13785.861386138613,Discount_10%,16000.35795887281
14190.0,302,1,79.9,1,United Kingdom,0.027481447124304267,79.9,1,1,1,Hibernating,949.3069306930694,Discount_10%,9111.361917692415
14191.0,30,2,132.9,6,United Kingdom,0.07560296846011132,66.45,4,2,1,Potential,1579.0099009900991,Discount_10%,16000.35795887281
14192.0,24,1,293.74,14,United Kingdom,0.23330241187384043,293.74,4,1,2,Other,3489.980198019802,Discount_10%,10561.25954738331
14193.0,32,1,356.8,22,United Kingdom,0.3003246753246753,356.8,4,1,2,Other,4239.20792079208,Discount_10%,10561.25954738331
14194.0,28,15,7321.07,246,United Kingdom,0.9612708719851577,488.0713333333333,4,5,5,Champions,86983.00990099009,Discount_10%,145827.811526072
14195.0,75,4,1603.6,5,United Kingdom,0.7312152133580705,400.9,2,4,4,At Risk,19052.67326732673,Discount_10%,40688.40125972367
14197.0,46,1,390.05,20,United Kingdom,0.3239795918367347,390.05,3,1,2,Other,4634.257425742575,Discount_10%,10561.25954738331
14198.0,36,5,868.33,33,United Kingdom,0.560064935064935,173.666,3,4,3,Loyal,10316.792079207922,Discount_10%,41173.17729912984
14199.0,59,3,906.3,15,United Kingdom,0.5728200371057514,302.09999999999997,3,3,3,Loyal,10767.920792079207,Discount_10%,41173.17729912984
14200.0,253,1,379.2,21,United Kingdom,0.3151669758812616,379.2,1,1,2,Hibernating,4505.346534653465,Discount_10%,9111.361917692415
14201.0,45,3,446.1,17,United Kingdom,0.36595547309833026,148.70000000000002,3,3,2,Loyal,5300.198019801981,Discount_10%,41173.17729912984
14202.0,17,3,847.76,27,United Kingdom,0.5547309833024119,282.58666666666664,4,3,3,Loyal,10072.39603960396,Discount_10%,41173.17729912984
14203.0,33,1,339.34,16,United Kingdom,0.28629406307977734,339.34,4,1,2,Other,4031.762376237624,Discount_10%,10561.25954738331
14204.0,58,3,901.9300000000001,158,United Kingdom,0.5714285714285714,300.6433333333334,3,3,3,Loyal,10716.0,Discount_10%,41173.17729912984
14205.0,30,7,1947.5,65,United Kingdom,0.7764378478664193,278.2142857142857,4,5,4,Champions,23138.613861386137,Discount_10%,145827.811526072
14206.0,24,2,856.85,43,United Kingdom,0.5579777365491652,428.425,4,2,3,Potential,10180.39603960396,Discount_10%,16000.35795887281
14207.0,323,1,157.8,2,United Kingdom,0.10227272727272728,157.8,1,1,1,Hibernating,1874.851485148515,Discount_10%,9111.361917692415
14208.0,187,1,415.31,25,United Kingdom,0.34067717996289426,415.31,1,1,2,Hibernating,4934.376237623763,Discount_10%,9111.361917692415
